iid;title;year;Children's;Comedy;Animation;Fantasy;Adventure;Romance;Drama;Thriller;Crime;Action;Horror;Sci-Fi;Documentary;War;Musical;Mystery;Film-Noir;Western;directors;actors;writers
813;That Darn Cat!;1959;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;Robert Stevenson;;Bill Walsh
814;20,000 Leagues Under the Sea;1949;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
815;Cool Runnings;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
816;Angels in the Outfield;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Danny Glover,Christopher Lloyd;
817;Cinderella;1949;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson,Hamilton Luske;;
818;Winnie the Pooh and the Blustery Day;1959;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Vance Gerry
819;Three Caballeros;1939;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
820;Sword in the Stone;1959;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
821;Robin Hood: Prince of Thieves;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Kevin Costner,Morgan Freeman,Christian Slater;
822;Mary Poppins;1959;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Robert Stevenson;;Bill Walsh
823;Dumbo;1939;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson;;
824;Pete's Dragon;1969;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
825;Bedknobs and Broomsticks;1969;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;Robert Stevenson;;Bill Walsh
826;Alice in Wonderland;1949;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson,Hamilton Luske;;
827;Fox and the Hound;1979;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;Burny Mattinson,Vance Gerry
828;Freeway;1989;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
829;Sound of Music;1959;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
830;Die Hard;1979;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;Bruce Willis;
831;Lawnmower Man;1989;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;;;Stephen King
832;Unhook the Stars;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
833;Secrets & Lies;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
834;That Thing You Do!;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
835;To Gillian on Her 37th Birthday;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Michelle Pfeiffer;
836;Surviving Picasso;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Anthony Hopkins,Julianne Moore;
837;Beautiful Thing;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
838;Long Kiss Goodnight;1989;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;Samuel L. Jackson;
839;Ghost and the Darkness;1989;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;Michael Douglas,Val Kilmer;William Goldman
840;Looking for Richard;1989;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;;;William Shakespeare
841;Trees Lounge;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
842;Normal Life;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
843;Get on the Bus;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Spike Lee;;
844;Shadow Conspiracy;1989;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Donald Sutherland;
845;Jude;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
846;Everyone Says I Love You;1989;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;Woody Allen;Drew Barrymore;Woody Allen
847;Bitter Sugar;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
848;William Shakespeare's Romeo and Juliet;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
849;Swingers;1989;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
850;Sleepers;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;Barry Levinson;Kevin Bacon,Robert De Niro;
851;Johns;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
852;Aladdin and the King of Thieves;1989;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
853;Shall We Dance?;1929;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
854;Damsel in Distress;1929;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
855;Crossfire;1939;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;;;
856;Murder, My Sweet;1939;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;;;
857;Willy Wonka and the Chocolate Factory;1969;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
858;Innocents;1959;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
859;Sleeper;1969;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;Woody Allen;Woody Allen,Diane Keaton;Woody Allen
860;Bananas;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Woody Allen;Woody Allen;Woody Allen
861;Fish Called Wanda;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jamie Lee Curtis,Kevin Kline;
862;Monty Python's Life of Brian;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
863;Victor/Victoria;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
864;Candidate;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robert Redford;
865;Great Race;1959;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;Jack Lemmon;
866;Bonnie and Clyde;1959;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;Faye Dunaway,Gene Hackman;
867;Old Man and the Sea;1949;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
868;Dial M for Murder;1949;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;Alfred Hitchcock;;
869;Madame Butterfly;1989;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
870;Dirty Dancing;1979;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
871;Reservoir Dogs;1989;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Harvey Keitel;Quentin Tarantino,Quentin Tarantino
872;Platoon;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
873;Weekend at Bernie's;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
874;Basic Instinct;1989;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;;Michael Douglas,Sharon Stone;
875;Doors;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;;Val Kilmer,Meg Ryan;
876;Crying Game;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
877;Glengarry Glen Ross;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Al Pacino,Jack Lemmon,Alec Baldwin;David Mamet,David Mamet
878;Sophie's Choice;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Meryl Streep,Kevin Kline;
879;E.T. the Extra-Terrestrial;1979;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;Steven Spielberg;;
880;Christmas Carol;1929;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
881;Days of Thunder;1989;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;;Tom Cruise,Robert Duvall,Nicole Kidman;Robert Towne,Robert Towne
882;Top Gun;1979;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;;Tom Cruise,Val Kilmer;
883;Rebel Without a Cause;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
884;Streetcar Named Desire;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
885;Children of the Corn IV: The Gathering;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
886;Microcosmos;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
887;Palookaville;1989;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
888;Associate;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Whoopi Goldberg,Dianne Wiest;Jean-Claude Carrière
889;Funeral;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Christopher Walken;
890;Single Girl;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
891;Eighth Day;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
892;Drunks;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
893;People vs. Larry Flynt;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Woody Harrelson;
894;Glory Daze;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
895;Perfect Candidate;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
896;On Golden Pond;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Jane Fonda;
897;Return of the Pink Panther;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
898;Drop Dead Fred;1989;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
899;Abyss;1989;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;;Ed Harris;James Cameron
900;Fog;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;John Carpenter;Jamie Lee Curtis;John Carpenter
901;Escape from New York;1979;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;John Carpenter;Kurt Russell;John Carpenter
902;Howling;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
903;Jean de Florette;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
904;Manon of the Spring;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
905;Private Benjamin;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
906;Monty Python and the Holy Grail;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
907;Line King: Al Hirschfeld;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
908;When We Were Kings;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
909;Wrong Trousers;1989;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
910;Return of Martin Guerre;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;Jean-Claude Carrière
911;Faust;1989;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
912;He Walked by Night;1939;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;;;
913;Raw Deal;1939;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
914;T-Men;1939;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
915;Tin Drum;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;Jean-Claude Carrière
916;Ruling Class;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
917;Mina Tannenbaum;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
918;Dear God;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
919;Bad Moon;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
920;American Dream;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
921;Best of the Best 3: No Turning Back;1989;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
922;Bob Roberts;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tim Robbins;
923;Cinema Paradiso;1979;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
924;Cook the Thief His Wife & Her Lover;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Helen Mirren;
925;Delicatessen;1989;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
926;Double Life of Veronique;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
927;Enchanted April;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
928;Paths of Glory;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;Stanley Kubrick;;
929;Grifters;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;;John Cusack;
930;Hear My Song;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
931;English Patient;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;Ralph Fiennes;
932;Mediterraneo;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
933;My Left Foot;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
934;Sex, Lies, and Videotape;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
935;Passion Fish;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;John Sayles
936;Strictly Ballroom;1989;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
937;Thin Blue Line;1979;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
938;Tie Me Up! Tie Me Down!;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
939;Madonna: Truth or Dare;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
940;Paris Is Burning;1989;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
941;One Flew Over the Cuckoo's Nest;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Jack Nicholson;
942;Up in Smoke;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
943;Star Wars: Episode V - The Empire Strikes Back;1979;False;False;False;False;True;False;True;False;False;True;False;True;False;True;False;False;False;False;;Harrison Ford;George Lucas
944;Princess Bride;1979;False;True;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;Rob Reiner;;William Goldman,William Goldman
945;Raiders of the Lost Ark;1979;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford;George Lucas
946;Brazil;1979;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;Robert De Niro;
947;Aliens;1979;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;;Sigourney Weaver;James Cameron,Dan O'Bannon,Ronald Shusett,James Cameron
948;Good;1959;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;;Clint Eastwood;
949;Withnail and I;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
950;12 Angry Men;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Sidney Lumet;;
951;Lawrence of Arabia;1959;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
952;Transformers: The Movie;1979;True;False;True;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;;;
953;Clockwork Orange;1969;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;Stanley Kubrick;;
954;To Kill a Mockingbird;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Gregory Peck;
955;Apocalypse Now;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;Francis Ford Coppola;Robert Duvall;
956;Once Upon a Time in the West;1969;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
957;Star Wars: Episode VI - Return of the Jedi;1979;False;False;False;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;;Harrison Ford;George Lucas,George Lucas
958;Wings of Desire;1979;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
959;Third Man;1949;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;;;
960;GoodFellas;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro,Joe Pesci;
961;Alien;1979;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;;Sigourney Weaver;Dan O'Bannon,Dan O'Bannon,Ronald Shusett
962;Army of Darkness;1989;False;True;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;;Bridget Fonda;
963;Big Blue;1979;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
964;Ran;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;William Shakespeare
965;Killer;1989;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
966;Psycho;1959;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;Alfred Hitchcock;;
967;Blues Brothers;1979;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;;;
968;Godfather: Part II;1969;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Francis Ford Coppola;Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro;Mario Puzo,Mario Puzo
969;Full Metal Jacket;1979;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;Stanley Kubrick;Matthew Modine,Vincent D'Onofrio;
970;Grand Day Out;1989;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
971;Henry V;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;Kenneth Branagh;William Shakespeare
972;Amadeus;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
973;Quiet Man;1949;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
974;Once Upon a Time in America;1979;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;;Robert De Niro,James Woods;
975;Raging Bull;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro,Joe Pesci;Paul Schrader
976;Annie Hall;1969;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen,Diane Keaton;Woody Allen
977;Right Stuff;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Ed Harris,Dennis Quaid;
978;Stalker;1979;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;;;
979;Boat;1979;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;;;
980;Sting;1969;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;Paul Newman,Robert Redford;
981;Harold and Maude;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
982;Trust;1989;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
983;Seventh Seal;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
984;Local Hero;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
985;Terminator;1979;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;;Arnold Schwarzenegger;James Cameron
986;Braindead;1989;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
987;Glory;1989;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;;Matthew Broderick,Denzel Washington,Morgan Freeman;
988;Rosencrantz and Guildenstern Are Dead;1989;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
989;Manhattan;1979;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen,Diane Keaton;Woody Allen
990;Miller's Crossing;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Gabriel Byrne;
991;Dead Poets Society;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robin Williams;
992;Graduate;1959;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Anne Bancroft,Dustin Hoffman;
993;Touch of Evil;1949;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;;Charlton Heston;
994;Nikita;1989;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
995;Bridge on the River Kwai;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;William Holden;
996;8 1/2;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
997;Chinatown;1969;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;;Jack Nicholson,Faye Dunaway;Robert Towne
998;Day the Earth Stood Still;1949;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
999;Treasure of the Sierra Madre;1939;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1000;Bad Taste;1979;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1001;Duck Soup;1929;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
1002;Better Off Dead...;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
1003;Shining;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Stanley Kubrick;Jack Nicholson;Stephen King
1004;Stand by Me;1979;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Rob Reiner;;Stephen King
1005;M;1929;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;;;
1006;Evil Dead II;1979;False;True;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;;;
1007;Great Escape;1959;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
1008;Deer Hunter;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;Robert De Niro,Christopher Walken;
1009;Diva;1979;False;False;False;False;False;True;True;True;False;True;False;False;False;False;False;True;False;False;;;
1010;Groundhog Day;1989;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Murray;Harold Ramis
1011;Unforgiven;1989;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;Clint Eastwood;Clint Eastwood,Gene Hackman,Morgan Freeman;
1012;Manchurian Candidate;1959;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;;;
1013;Pump Up the Volume;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1014;Arsenic and Old Lace;1939;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;;Cary Grant;
1015;Back to the Future;1979;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;Michael J. Fox,Christopher Lloyd;
1016;Fried Green Tomatoes;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1017;Patton;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1018;Down by Law;1979;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1019;Akira;1979;False;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;;;
1020;Highlander;1979;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;Sean Connery;
1021;Cool Hand Luke;1959;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Paul Newman;
1022;Cyrano de Bergerac;1989;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;;;Jean-Claude Carrière
1023;Young Frankenstein;1969;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1024;Night on Earth;1989;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Winona Ryder;
1025;Raise the Red Lantern;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1026;Great Dictator;1939;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Charles Chaplin
1027;Fantasia;1939;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson,Hamilton Luske;;
1028;High Noon;1949;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1029;Big Sleep;1939;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;;;
1030;Heathers;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Winona Ryder,Christian Slater;
1031;Somewhere in Time;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1032;Ben-Hur;1959;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;;Charlton Heston;
1033;This Is Spinal Tap;1979;False;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;Rob Reiner;;
1034;Koyaanisqatsi;1979;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;;;
1035;Some Kind of Wonderful;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
1036;Indiana Jones and the Last Crusade;1989;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford,Sean Connery;George Lucas,George Lucas
1037;Being There;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jack Warden;
1038;Gandhi;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1039;M*A*S*H;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
1040;Unbearable Lightness of Being;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;Jean-Claude Carrière
1041;Room with a View;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1042;Real Genius;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Val Kilmer;Neal Israel,Neal Israel,Pat Proft,Pat Proft
1043;Pink Floyd - The Wall;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;;;
1044;Killing Fields;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;John Malkovich;
1045;My Life as a Dog;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
